Unnamed: 0.1,resturant_name,customer_name,customer_reviews_number,customer_reviews_date,comments,number_number_of_star
357,Nini Hachi,Erez S.,1.0,24/08/2021,"The worst sushi in Tel Aviv. The noodle dish in Curry is bad, in short large but not tasty dishes.",1.0
358,Nini Hachi,Eyal G.,5.0,23/01/2017,"We ate business, the food is high standard and the service is just great plus! highly recommend!",4.0
359,Nini Hachi,Shay D.,6.0,28/10/2019,Delicious but not so satisfying,4.0
360,Nini Hachi,Scam B.,2.0,08/07/2019,"Very tasty and quality food, and most importantly kosher",5.0
361,Nini Hachi,Tal B.,1.0,23/10/2016,High level sushi Great atmosphere Delicious food and excellent service Highly recommended :),5.0
362,Nini Hachi,Avital M.,1.0,24/05/2020,Was very tasty!,5.0
363,Nini Hachi,Amit C.,1.0,27/02/2020,Excellent food and service,5.0
364,Nini Hachi,Ilanit S.,1.0,09/01/2020,Do not meet arrival times and avoid canceling the reservation.,1.0
365,Nini Hachi,All in all.,3.0,17/06/2018,"Not tasty, not fresh",2.0
366,Nini Hachi,Michal S.,7.0,14/10/2017,"One of the excellent sushi in town, service and quality. recommended!",5.0
367,Nini Hachi,Oz M.,1.0,10/10/2019,Very tasty food,4.0
368,Nini Hachi,Tamir S.,1.0,14/01/2016,We ate there. Calm atmosphere and good food. Waiters serve food quickly.,5.0
369,Nini Hachi,Sarah L.,1.0,31/01/2017,An amazing restaurant in every way! Always fun to go back there and enjoy.,5.0
370,Nini Hachi,Tomer S.,83.0,14/10/2017,A sweet and savory restaurant. Pleasant atmosphere and good service.,5.0
371,Nini Hachi,Naama L.,2.0,29/05/2018,Excellent restaurant Excellent service High level food,5.0
372,Nini Hachi,Use r.,2.0,25/10/2019,Took over two hours for delivery to arrive.,1.0
373,Nini Hachi,Roni E.,10.0,16/06/2020,🥰,5.0
374,Nini Hachi,Shoshana J.,1.0,24/01/2019,Delicious food courteous and kosher service,5.0
375,Nini Hachi,Inbar Z.,1.0,17/09/2017,Great place. Excellent and meticulous food and show service,5.0
376,Nini Hachi,David c.,2.0,03/06/2019,Everything is fresh and very tasty!,5.0
377,Nini Hachi,Moshe S.,5.0,24/02/2019,"Very nice, I did not fly",4.0
378,Nini Hachi,Liron O.,1.0,17/12/2017,Very tasty and special great service,5.0
379,Nini Hachi,Shahar B.,1.0,20/12/2017,Excellent food and excellent service,5.0
380,Nini Hachi,David H.,10.0,29/01/2019,Excellent!!!,5.0
381,Nini Hachi,Eshel S.,1.0,12/11/2017,Delicious food and nice service,5.0
382,Nini Hachi,Niv Gilboa,,04/07/2014,"Enough mediocrity • Niv Gilboa in ""Nini Hachi""",
383,Bucke Boca,Gal F.,5.0,21/12/2019,"My first time in Boca following the recommendations here at Izzy. The food was wonderful, a little waiting at the entrance like every typical Friday in Tel Aviv. Overall we came out satisfied and very satisfied. Most recommend their tray with the breakfast — wonderful and absolutely original",5.0
384,Bucke Boca,Yulia M.,1.0,31/10/2018,"An experience that left me upset and with an unpleasant feeling, I know it was a hard and busy day today. But I waited patiently for an hour (and I'm not exaggerating) for a table of 4 after a long wait I saw a table vacated for a quartet I drew the attention of the host / manager and saw that he seated a couple at this table, claiming they were before - Seated regularly so the expectation was that if a table was vacated for a quartet they should sit 4. It is a pity that the manager did not see the need to give a more matter-of-fact and comforting answer and not to lie and preferred to prioritize acquaintances and wave to me that this is his management way. Of course after an hour of waiting and without an answer they would seat me soon I left. Maybe the food is delicious but even on election day corruption in all.",1.0
385,Bucke Boca,Amit M.,2.0,17/04/2021,"Reasonable price, service needs improvement",3.0
386,Bucke Boca,Elad M.,4.0,22/03/2021,"Every birthday of some of the friends we go to breakfast in Boca. This time the service was under all scrutiny from the reception reception (until the hostess treated us took about 20 minutes) to the waiters service. The food was not as tasty as usual, the opposite came out particularly strong, and by the time they brought us extra coffee the coffee became cold. The shashlik was particularly simple and uninteresting - not recommended! The waiter is unable to do so due to the pressure on the kitchen and the fact that the cooks barely speak Hebrew.",2.0
387,Bucke Boca,Liraz L.,9.0,06/02/2022,Worth breakfast !! There are gluten free 😍😍,5.0
388,Bucke Boca,Orpaz E.,1.0,10/09/2020,"Stunning cafe, excellent service and good atmosphere !! Every time I'm in Tel Aviv I get there and enjoy every time again️",5.0
389,Bucke Boca,idit g.,1.0,16/08/2020,"Was excellent, really tasty and excellent service.",4.0
390,Bucke Boca,Last stage H.,128.0,11/10/2018,"tasty! And variety, great service and a cool atmosphere. Dreamy chocolate chip cookies!",5.0
391,Bucke Boca,Niva and.,1.0,08/12/2019,"Lovely place, delicious food, the most Tel Aviv possible",5.0
392,Bucke Boca,July c.,3.0,11/09/2020,Always delicious and pleasant fun,5.0
393,Bucke Boca,inbal t.,5.0,24/08/2019,The place serves delicious food that day they rushed to close early and literally deported customers,3.0
394,Bucke Boca,Or L.,2.0,23/08/2019,"We arrived at 1 and a quarter on Friday even though it is listed on the website that they are open until 4 we came especially, parked far away, we came on foot and the hostess there spoke in a disgusting way !! While we ask if it is possible to sit down, she rejects us and shouts ""save"" as if we attacked her or something ... It is really insulting that we will not return to her name in life. Before you go you will know if you have not decided to close suddenly ahead of time. Very disappointing ... a turn that goes for you but you will learn that it will not fly in your cheeky face.",1.0
395,Bucke Boca,Inbal T.,3.0,06/05/2018,"An urban Tel Aviv experience, a cool serving of food but not beyond",4.0
396,Bucke Boca,Simon F.,1.0,27/11/2021,I arrived 10 minutes before the opening I asked to sit in the chairs on the street belonging to the restaurant they asked me to get up and leave the place and come back at the opening. I understand that it is not possible to sit inside the restaurant itself but to get up from the chair outside the restaurant seems absurd,1.0
397,Bucke Boca,Shahaf S.,2.0,04/02/2018,"Amazing place, good atmosphere and the food is delicious at levels !! Must jump",5.0
398,Bucke Boca,Daniel F.,2.0,16/09/2018,Delicious food and a great variety of shiranat. A magical atmosphere hahaha,5.0
399,Bucke Boca,Ovadia m.,1.0,06/03/2019,"Nice place, good service ...",4.0
400,Bucke Boca,Rani c.,2.0,22/03/2016,"the best there is. Excellent food, wonderful atmosphere and exemplary management. The Bell Brothers are worth everything",5.0
401,Bucke Boca,Dominate,219.0,23/09/2016,Breakfast in a completely different concept !! We enjoyed every bite and the amazing service!,5.0
402,Bucke Boca,Roman B.,1.0,25/04/2018,Great food and service. The cookies are really delicious. 😋,5.0
403,Bucke Boca,sorry b.,1.0,27/12/2017,perfect as always ! it's a MUST.,5.0
404,Bucke Boca,city ​​d.,4.0,08/11/2019,👍🏻,5.0
405,American cuisine Bodega,Daniel C.,87.0,05/09/2019,"I was told that the new place that opened in Carlebach Tel Aviv is delicious and special :) The place: Bodega Bodega American cuisine When I walked in the salesman who worked in the courtesy approached me and explained in detail what the place offers and what I should try and taste - the detail and explanation was very quick The dish. Turns out they have a cheeseburger and kosher bacon so I came to taste the weird combination of vegan cheese with bacon which is basically lamb breast in crispy and tender strips. The dish: x-Double Bacon Cheeseburger (220 grams total 2 burgers of 110 for 65 NIS) - The medium-sized burger looks super juicy with melted cheese between the two patties with lamb breast bacon - a soft and low hamburger full of goose juice Soft and delicious with a refined taste of semi-sour and semi-sweet cheese, which blended well with the refined spicy seasoning of the meat, the meat itself was not overly seasoned-the meat seasoning was delicate and good, the cheese blended very interestingly and gave the palate a taste reminiscent of ummi taste. https://www.facebook.com/groups/1136898163116215/",5.0
406,American cuisine Bodega,Reuben Z.,1.0,05/08/2020,"The most delicious hamburger I have ever eaten and it is kosher in Corona mode, so it's just a take or eat nearby (a very cute little place nearby). Courteous and welcoming staff who do not rummage through sauces or other attention. Just a magical burger. Magical in the sense that I woke up the next day with the desire to devour another one. One might think that the cheese and bacon will be just honor names but they are just essential because they are very good products (not the fur cheese I have tasted before). In short, the best hamburger in Israel.",5.0
407,American cuisine Bodega,Bar C.,244.0,10/12/2020,"Well then I'm an avid hamburger fan and usually do not really eat in places where the hamburger is kosher but I heard a lot about Budga and had to taste. An excellent American burger properly made from excellent meat. The lamb bacon is insanely delicious. The vegan cheese is nice, not so noticeable. Definitely a fair price. great",5.0
408,American cuisine Bodega,Inon A.,2.0,27/05/2021,The seller fucks the brain half an hour until he turns to us for a long time until he finishes ordering us and half an hour / forty minutes until the burger arrives just awful,1.0
409,American cuisine Bodega,Ofek N.,6.0,02/02/2021,"The hamburger bun was not good, the patty was not tasty and most of the vegetables were tasteless, it should be said to their credit that the delivery arrived quickly in the center of Tel Aviv",2.0
410,American cuisine Bodega,Adi A.,36.0,19/09/2019,"When there is a desire for a delicious hamburger :) Great and fast place, fun to come back for the second time 😋 I took the simple hamburger with an egg over the making Medium Wall came in the right size and was delicious. In addition I took the house fries which were excellent️ Liraz took the portabello burger which was delicious and the house fries which were very tasty. Beacons 3/5 :)",4.0
411,American cuisine Bodega,my age a.,3.0,03/09/2020,"The price is not worth the dish, the burger is reasonable and not beyond, seating is not comfortable in the middle of the street. Street food at the price of a restaurant",2.0
412,American cuisine Bodega,Seffi S.,5.0,09/06/2020,"Wow wow wow there are no words to describe the charming service and the particularly high quality patty! The cheese substitute that does good on the soul and the ""bacon"" lamb that is crispy in the mouth",5.0
413,American cuisine Bodega,Eitan P.,1.0,10/02/2022,"Among the tastiest I ate, we ordered the Double Cheeseburger Bacon, a little pricey but worth the price, excellent service generous and very nice!",5.0
414,American cuisine Bodega,Anna K.,2.0,23/02/2022,"The burger was delicious, juicy patty made well, fresh vegetables with a hot bun !!! Enjoyed every bite, highly recommend",5.0
415,American cuisine Bodega,Weinblum T,2.0,07/08/2020,Was delicious but the service took a long time. Sitting outside near a busy road is unpleasant.,3.0
416,American cuisine Bodega,Guy R.,1.0,20/09/2020,The salesman at the checkout was patient and smiling. The burger was ready relatively quickly and very tasty. It would have been perfect if the fries were part of the price of the burger.,4.0
417,American cuisine Bodega,Alon M.,1.0,10/05/2021,I did not receive an answer at all by phone or WhatsApp,2.0
418,American cuisine Bodega,Sheeran d.,1.0,19/12/2020,First of all the service is excellent! Both on the phone and frontally. Pleasant and nice people. The burger is insanely delicious and the fries are a dream truffle !! We will definitely be back to taste more things from the menu. Highly recommend!!,5.0
419,American cuisine Bodega,Henia e.,1.0,01/12/2020,The burger is delicious. But very greasy. Very salty and greasy chips.,3.0
420,American cuisine Bodega,Alon F.,1.0,30/12/2019,"The meat is tender and the burger itself with the toppings is really tasty! There is only a small problem, it is a bit expensive, however, when you eat the burger you will understand that it is worth much more highly recommended, I give 9.8 out of 10",5.0
421,American cuisine Bodega,Avi W.,2.0,21/09/2021,"The most delicious hamburger I have ever eaten, amazing service feels like I come home when I eat there man murdered owner",5.0
422,American cuisine Bodega,Sabrina A.,3.0,08/05/2020,The most delicious hamburger I have ever eaten in Israel! Recommend with the bacon and cheeseburger! Worth every penny! Amazing place hope they open more in other cities !!!,5.0
423,American cuisine Bodega,ювал г.,2.0,07/11/2019,The burger was delicious and ready in the right measure. Before us they made a small mistake in the order and immediately apologized to Pizza. Great place! :),5.0
424,American cuisine Bodega,Avraham M.,1.0,03/12/2019,A kosher and delicious hamburger to Allah! Interesting and varied additions and all the ingredients are fresh and locally produced 😋,5.0
425,American cuisine Bodega,It's p.,2.0,11/12/2019,"Delicious food, good atmosphere, and owners who just know how to host! Highly recommend to anyone! (And everything is kosher)",5.0
